shopper_id,total_bill_usd,asof_dt
@A,3.038603966,9/22/2015
@A,2.606711733,9/23/2015
@A,3.788230774,9/24/2015
@A,4.1384259,9/28/2015
@A,4.083008974,9/23/2015
@A,2.966886007,9/25/2015
@A,4.708070415,9/27/2015
@A,3.74999299,9/23/2015
@A,4.169127558,9/22/2015
@A,3.570145361,9/22/2015
@A,4.382553623,9/27/2015
@A,2.944223298,9/27/2015
@A,4.620535766,9/25/2015
@A,3.065287185,9/22/2015
@A,3.796443709,9/26/2015
@A,4.664434672,9/24/2015
@A,3.591046717,9/25/2015
@A,2.988388975,9/23/2015
@A,2.65558159,9/22/2015
@A,1.959349887,9/24/2015
@A,3.579259805,10/1/2015
@A,2.059879747,9/30/2015
@A,3.628339054,10/5/2015
@A,3.593907186,10/4/2015
@A,3.28682449,10/1/2015
@A,3.645753214,10/1/2015
@A,3.520652448,10/5/2015
@A,3.328061804,9/29/2015
@A,3.707625969,10/3/2015
@A,4.295053204,10/5/2015
@A,4.006704128,10/3/2015
@A,2.81072491,10/1/2015
@A,4.248682512,9/29/2015
@A,3.91703079,10/1/2015
@A,3.281549444,9/29/2015
@A,2.976272724,10/5/2015
@A,4.233884197,10/3/2015
@A,3.523835154,10/2/2015
@A,4.112987643,9/29/2015
@A,2.236224558,9/29/2015
@A,4.727890915,10/5/2015
@A,3.079402727,10/1/2015
@A,3.968483289,10/1/2015
@A,4.101737759,10/5/2015
@A,4.185068232,10/5/2015
@A,4.815799023,9/30/2015
@A,5.260233689,9/29/2015
@A,3.424311816,10/2/2015
@A,3.601903559,9/30/2015
@A,2.386469839,10/2/2015
@A,3.206757746,9/30/2015
@A,4.181644809,9/29/2015
@A,4.781755253,10/5/2015
@A,4.134775682,10/4/2015
@A,3.394015121,10/3/2015
@A,2.559886235,10/3/2015
@A,5.101260888,10/2/2015
@A,4.064346814,10/3/2015
@A,3.027312761,10/1/2015
@A,2.238546517,10/5/2015
@A,3.124362266,10/4/2015
@A,3.019836526,9/29/2015
@A,2.682535239,10/1/2015
@A,2.212882722,10/4/2015
@A,4.313684051,9/29/2015
@A,3.908230623,10/2/2015
@A,3.123279937,10/3/2015
@A,2.388327051,9/29/2015
@A,3.869117837,10/3/2015
@A,3.050743485,10/2/2015
@A,2.896757522,10/5/2015
@A,5.15679635,9/30/2015
@A,3.560955222,9/29/2015
@A,6.031556298,10/4/2015
@A,3.52866229,9/30/2015
@A,3.061645904,9/30/2015
@A,4.944196062,10/11/2015
@A,3.874066119,10/11/2015
@A,3.795228592,10/11/2015
@A,4.723981807,10/11/2015
@A,3.544894569,10/7/2015
@A,3.086766899,10/12/2015
@A,5.543680067,10/12/2015
@A,4.599749495,10/10/2015
@A,4.115873577,10/10/2015
@A,3.343960285,10/10/2015
@A,3.785472201,10/9/2015
@A,5.476977125,10/8/2015
@A,4.323952116,10/8/2015
@A,3.220378789,10/9/2015
@A,4.133185051,10/9/2015
@A,3.602003064,10/6/2015
@A,4.439578149,10/7/2015
@A,3.496288701,10/6/2015
@A,4.920988223,10/9/2015
@A,3.721132276,10/11/2015
@A,2.218781061,10/11/2015
@A,4.481798301,10/7/2015
@A,6.315805732,10/6/2015
@A,3.843640516,10/12/2015
@A,3.829803334,10/6/2015
@A,4.231773191,10/6/2015
@A,2.168950298,10/6/2015
@A,4.535632259,10/11/2015
@A,4.859177488,10/10/2015
@A,2.466637831,10/12/2015
@A,1.553873222,10/10/2015
@A,3.444572954,10/6/2015
@A,3.519108325,10/12/2015
@A,2.863036979,10/6/2015
@A,4.513642119,10/10/2015
@A,4.262739519,10/7/2015
@A,3.073235994,10/7/2015
@A,4.613243227,10/12/2015
@A,4.070785701,10/10/2015
@A,4.226208109,10/12/2015
@A,2.395538238,10/8/2015
@A,3.196656287,10/12/2015
@A,5.266588651,10/12/2015
@A,4.643310444,10/8/2015
@A,2.990997657,10/8/2015
@A,2.795010442,10/6/2015
@A,4.434735207,10/11/2015
@A,4.659306977,10/9/2015
@A,2.696154885,10/9/2015
@A,5.068220147,10/8/2015
@A,3.961444946,10/8/2015
@A,3.863575641,10/9/2015
@A,3.48702173,10/12/2015
@A,3.83299572,10/6/2015
@A,4.186271377,10/7/2015
@A,5.786448728,10/8/2015
@A,3.12269838,10/8/2015
@A,1.940800505,10/12/2015
@A,3.672572352,10/12/2015
@A,2.675228433,10/11/2015
@A,3.989482117,10/12/2015
@A,1.586489382,10/12/2015
@A,4.190239929,10/6/2015
@A,2.994531839,10/9/2015
@A,4.662527217,10/8/2015
@A,5.552430947,10/7/2015
@A,5.735027816,10/7/2015
@A,4.164256081,10/10/2015
@A,3.565891529,10/11/2015
@A,3.542494905,10/10/2015
@A,3.030679507,10/9/2015
@A,4.408656382,10/8/2015
@A,2.942467184,10/10/2015
@A,2.553556599,10/7/2015
@A,2.679883634,10/8/2015
@A,3.651964997,10/10/2015
@A,3.18559134,10/8/2015
@A,1.983098118,10/11/2015
@A,1.89424025,10/6/2015
@A,4.96298537,10/10/2015
@A,3.268947229,10/9/2015
@A,2.541515178,10/7/2015
@A,5.155142489,10/10/2015
@A,3.122462475,10/12/2015
@A,1.43613081,10/8/2015
@A,3.795691111,10/8/2015
@A,3.794982146,10/10/2015
@A,3.906222045,10/6/2015
@A,5.145607158,10/9/2015
@A,2.778169557,10/6/2015
@A,3.499830071,10/12/2015
@A,2.688978,10/11/2015
@A,2.683737333,10/11/2015
@A,3.903020562,10/9/2015
@A,5.169243406,10/10/2015
@A,1.872754004,10/12/2015
@A,2.940089816,10/11/2015
@A,4.570691725,10/11/2015
@A,3.336335188,10/11/2015
@A,2.871565092,10/12/2015
@A,4.016543803,10/6/2015
@A,5.296728474,10/8/2015
@A,5.764080042,10/12/2015
@A,1.599534286,10/11/2015
@A,4.398762509,10/12/2015
@A,6.193748032,10/9/2015
@A,3.30707133,10/12/2015
@A,3.507458571,10/10/2015
@A,4.46485437,10/12/2015
@A,3.465584422,10/25/2015
@A,4.964416491,10/20/2015
@A,2.198769559,10/22/2015
@A,2.775027097,10/25/2015
@A,3.039771658,10/22/2015
@A,4.310595089,10/20/2015
@A,4.621531162,10/25/2015
@A,4.040040258,10/21/2015
@A,3.874783413,10/26/2015
@A,3.354551288,10/24/2015
@A,5.06989432,10/20/2015
@A,3.083304664,10/26/2015
@A,3.389647365,10/21/2015
@A,3.459363001,10/22/2015
@A,4.112026665,10/23/2015
@A,2.17043163,10/25/2015
@A,3.600546139,10/24/2015
@A,4.653164023,10/22/2015
@A,2.088893862,10/26/2015
@A,4.01445474,10/23/2015
@A,3.940334793,10/20/2015
@A,2.173744013,10/22/2015
@A,3.150682527,10/23/2015
@A,2.901888603,10/25/2015
@A,3.851567255,10/25/2015
@A,3.346706252,10/23/2015
@A,3.365278189,10/23/2015
@A,1.619941071,10/22/2015
@A,4.320500132,10/26/2015
@A,2.530641096,10/24/2015
@A,3.363990507,10/21/2015
@A,3.442118031,10/24/2015
@A,4.475527558,10/20/2015
@A,4.169269288,10/24/2015
@A,1.973245877,10/20/2015
@A,2.888033034,10/22/2015
@A,3.514186984,10/26/2015
@A,3.836426729,10/24/2015
@A,2.463414877,10/21/2015
@A,1.387627699,10/24/2015
@A,1.998353625,10/21/2015
@A,3.276489173,10/26/2015
@A,3.174381458,10/25/2015
@A,4.430976356,10/22/2015
@A,3.087819857,10/20/2015
@A,4.674548728,10/21/2015
@A,4.670896483,10/20/2015
@A,1.711988503,10/24/2015
@A,3.352771587,10/24/2015
@A,4.274669359,10/20/2015
@A,4.112049891,10/25/2015
@A,4.134814832,10/24/2015
@A,4.088877245,10/21/2015
@A,2.959846406,10/21/2015
@A,3.452407739,10/23/2015
@A,4.210444995,10/20/2015
@A,3.716719633,10/24/2015
@A,4.525902485,10/21/2015
@A,3.105064961,10/26/2015
@A,5.113942319,10/26/2015
@A,3.110823264,10/20/2015
@A,4.609605679,10/24/2015
@A,3.55959323,10/23/2015
@A,2.682725621,10/25/2015
@A,4.204516964,10/28/2015
@A,1.307720853,11/2/2015
@A,4.801795447,10/31/2015
@A,4.785045975,10/30/2015
@A,3.280036761,11/1/2015
@A,3.68475167,11/1/2015
@A,4.121544094,10/27/2015
@A,3.801203615,11/2/2015
@A,4.149037543,10/29/2015
@A,1.774377977,10/27/2015
@A,2.183761249,10/30/2015
@A,1.405563935,10/28/2015
@A,4.489419897,10/27/2015
@A,2.316024085,10/29/2015
@A,4.256715694,10/30/2015
@A,1.886410035,10/29/2015
@A,3.790008046,10/31/2015
@A,3.629435959,10/30/2015
@A,3.75580023,10/30/2015
@A,2.614079992,10/27/2015
@A,4.121545456,10/31/2015
@A,2.534197869,10/29/2015
@A,2.712889554,11/2/2015
@A,3.909129407,11/2/2015
@A,3.749537927,11/2/2015
@A,3.82903196,10/29/2015
@A,4.240748696,11/1/2015
@A,2.438177209,11/1/2015
@A,2.864226555,10/31/2015
@A,3.548655321,10/29/2015
@A,3.054373727,10/31/2015
@A,3.468504222,10/28/2015
@A,3.328868793,10/29/2015
@A,4.416486435,11/1/2015
@A,3.073080934,11/1/2015
@A,3.227707008,11/1/2015
@A,2.944439249,10/29/2015
@A,3.274469891,10/29/2015
@A,2.96837379,11/1/2015
@A,2.660849804,11/1/2015
@A,4.482569485,11/2/2015
@A,4.856929505,10/29/2015
@A,2.737728287,11/1/2015
@A,3.362392597,11/3/2015
@A,2.721382182,11/4/2015
@A,2.472224084,11/4/2015
@A,3.873971804,11/8/2015
@A,2.398757767,11/5/2015
@A,3.114285423,11/4/2015
@A,3.821298468,11/3/2015
@A,5.658652968,11/4/2015
@A,4.172364809,11/6/2015
@A,5.452523512,11/8/2015
@A,3.524037837,11/3/2015
@A,4.293371267,11/4/2015
@A,2.906194814,11/4/2015
@A,4.293530491,11/6/2015
@A,1.970080062,11/6/2015
@A,4.145955927,11/6/2015
@A,2.685969386,11/5/2015
@A,2.461933637,11/8/2015
@A,3.740334482,11/8/2015
@A,2.176539923,11/5/2015
@A,3.229178197,11/4/2015
@A,5.399358753,11/6/2015
@A,4.587513521,11/8/2015
@A,2.280489406,11/3/2015
@A,4.490932112,11/4/2015
@A,2.196679014,11/6/2015
@A,3.740299643,11/7/2015
@A,5.317521612,11/4/2015
@A,2.97622295,11/7/2015
@A,4.053957368,11/6/2015
@A,1.807513274,11/7/2015
@A,3.575038067,11/4/2015
@A,4.930363834,11/8/2015
@A,4.268255624,11/7/2015
@A,3.540452311,11/6/2015
@A,3.201005119,11/7/2015
@A,3.485386245,11/3/2015
@A,4.120351071,11/6/2015
@A,4.060674175,11/6/2015
@A,2.638344226,11/3/2015
@A,3.701366446,11/5/2015
@A,4.539609756,11/8/2015
@A,4.653744683,11/6/2015
@A,4.18772642,11/6/2015
@A,4.183847994,11/3/2015
@A,3.763773772,11/7/2015
@A,3.817478225,11/7/2015
@A,4.001280714,11/9/2015
@A,1.494039315,11/8/2015
@A,2.202445132,11/5/2015
@A,3.756259341,11/7/2015
@A,4.739526499,11/3/2015
@A,4.1155684,11/8/2015
@A,5.765494869,11/5/2015
@A,2.96970957,11/8/2015
@A,4.545153967,11/6/2015
@A,3.62054483,11/4/2015
@A,4.03581156,11/5/2015
@A,3.958272372,11/10/2015
@A,3.815999628,11/15/2015
@A,3.528082355,11/15/2015
@A,2.667164159,11/15/2015
@A,4.236883662,11/10/2015
@A,4.016455863,11/13/2015
@A,4.603913667,11/14/2015
@A,4.717732436,11/13/2015
@A,1.642845699,11/12/2015
@A,3.969887991,11/16/2015
@A,3.460243903,11/12/2015
@A,5.22905416,11/14/2015
@A,2.794975933,11/10/2015
@A,2.720210625,11/14/2015
@A,3.914287332,11/11/2015
@A,5.597514376,11/11/2015
@A,2.996635507,11/12/2015
@A,3.72220381,11/15/2015
@A,3.088988891,11/14/2015
@A,3.947018824,11/10/2015
@A,3.188514426,11/14/2015
@A,3.360658457,11/12/2015
@A,2.752387939,11/10/2015
@A,1.508521096,11/13/2015
@A,2.135435483,11/15/2015
@A,2.564416049,11/10/2015
@A,2.611626354,11/12/2015
@A,3.802021534,11/13/2015
@A,2.932090913,11/13/2015
@A,4.308838818,11/10/2015
@A,2.109622451,11/12/2015
@A,4.034768983,11/11/2015
@A,3.511167098,11/12/2015
@A,3.360917444,11/15/2015
@A,3.467464721,11/11/2015
@A,2.24744823,11/11/2015
@A,4.786122539,11/13/2015
@A,4.831212805,11/11/2015
@A,3.246527752,11/11/2015
@A,2.879941678,11/10/2015
@A,3.747708352,11/15/2015
@A,3.90710188,11/13/2015
@A,2.681441451,11/13/2015
@A,4.020221914,11/10/2015
@A,5.864683103,11/12/2015
@A,2.318392349,11/14/2015
@A,3.545243797,11/10/2015
@A,2.018504404,11/13/2015
@A,3.866912524,11/11/2015
@A,2.414887252,11/14/2015
@A,4.295105473,11/14/2015
@A,4.669465293,11/12/2015
@A,2.733354855,11/16/2015
@A,2.32230346,11/12/2015
@A,3.300117771,11/13/2015
@A,3.381078143,11/15/2015
@A,4.580709565,11/11/2015
@A,1.360023732,11/10/2015
